query_case_id,query_thread_id,query_intent,query_customer_text,retrieved_rank,retrieved_case_id,retrieved_intent,similarity_score,retrieved_customer_problem,retrieved_support_response,retrieved_outcome,relevance_score,relevance_label,relevance_rationale
CASE_001949,782364,OS_UPDATE_SYSTEM_PERFORMANCE,"iOS 11 is the patience school I never went to, works at a pace on iPhone6+ which forces your to slow down &amp; notice life around you. @115858 @AppleSupport Hey Thanks for picking this up, sent the details across.",3,CASE_005288,OS_UPDATE_SYSTEM_PERFORMANCE,0.7075,My phone has been acting so slow since I upgraded the new version of IOS! Help please @115858 @AppleSupport Hello! Thanks that would be iOS 11.1,"@627429 We're here for you. Which version of the iOS are you running currently? You can check by tapping Settings &gt; General &gt; About. @627429 Let's get together in DM to start working on this. Once there, please let us know more about the slowness. https://t.co/GDrqU22YpT",PARTIALLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_005620,2261479,OS_UPDATE_SYSTEM_PERFORMANCE,Do Not Disturb doesn’t work anymore @115858... another update in the works? @AppleSupport I just had to restart the phone. Worked good so far today. Thanks for reaching out,1,CASE_000078,GENERAL_DEVICE_INQUIRY,0.7846,God damn you @115858 my phone isn’t ringing out loud after the recent iOS upgrade and I’m losing business!  #pleasefix @AppleSupport Hi @AppleSupport I googled the problem and turns out do not disturb function had been activated somehow unbeknown to me.  Thank you for help,@124312 We'd like to help you! Are you experiencing sound issues with any apps besides the Phone app? @124312 We're glad you were able to get it fixed. You're very welcome!,PARTIALLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_005620,2261479,OS_UPDATE_SYSTEM_PERFORMANCE,Do Not Disturb doesn’t work anymore @115858... another update in the works? @AppleSupport I just had to restart the phone. Worked good so far today. Thanks for reaching out,2,CASE_004689,OS_UPDATE_SYSTEM_PERFORMANCE,0.7147,"We seem to have a problem: ""Do Not Disturb"" sync doesn't work. #iOS11 #watchOS4 @AppleSupport https://t.co/KvBUqE0zEZ @AppleSupport Ok, thanks!",@537106 We’d like to look into this with you. DM us which device and version of iOS 11 you’re using and we’ll go from there. https://t.co/GDrqU22YpT,CLEARLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_005620,2261479,OS_UPDATE_SYSTEM_PERFORMANCE,Do Not Disturb doesn’t work anymore @115858... another update in the works? @AppleSupport I just had to restart the phone. Worked good so far today. Thanks for reaching out,3,CASE_007515,GENERAL_DEVICE_INQUIRY,0.7077,I wish the “do not disturb” setting on my iPhone would not show me incoming calls while I’m using my phone. That’d make much happier. @115858 @115858 Me* @780170 @115858 It never shows me! Maybe it's a setting @550897 @115858 troubleshoot my phone tomorrow. I wanna be able to ignore people with my phone properly :( @AppleSupport Thank you for reaching out 🙏🏻. I was able to figure it out. :),"@780170 Perhaps we can help over Twitter. Let's start by taking a look at the section 'Change your settings' here: https://t.co/8HnF4Ksats

Also, which iPhone model do you have and which exact iOS version number is installed?",PARTIALLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_000060,33398,OS_UPDATE_SYSTEM_PERFORMANCE,Update failed continuously please help @115858 #apple #appleindia https://t.co/1GXRcPyYkX @115858 Thank you for your quick reply. Problem solved automatically next day @AppleSupport Sure. Thanks for your quick service,1,CASE_002519,OS_UPDATE_SYSTEM_PERFORMANCE,0.7104,@AppleSupport answer my dm please:( @AppleSupport Thank you for fucking up my iPhone and never giving me any solution you are the worst ever. Your update is broken.,@302038 We’ve received your DM and will continue there shortly. Thank you for your patience.,PARTIALLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_000060,33398,OS_UPDATE_SYSTEM_PERFORMANCE,Update failed continuously please help @115858 #apple #appleindia https://t.co/1GXRcPyYkX @115858 Thank you for your quick reply. Problem solved automatically next day @AppleSupport Sure. Thanks for your quick service,2,CASE_000307,OS_UPDATE_SYSTEM_PERFORMANCE,0.7001,"@AppleSupport Why cant i update my ios? I have enough storage😭 https://t.co/OPPlMJLRMK @AppleSupport @115948 hi hi maybe you know? @AppleSupport Thank you! I read the instructions and i think i wasnt able to update because many ppl update it, yesterday. Now mine already updated","@150953 Thanks for contacting us. We're happy to help out in any way we can. We recommend checking out this link: https://t.co/Ui1yTnOCUz

Please reach out and let us know if you need further help after trying these steps. @150953 That's good to hear that you were able to get your device updated. Please don't hesitate to contact us again should you need any further assistance. We're always happy to help. Enjoy your day.",CLEARLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_000060,33398,OS_UPDATE_SYSTEM_PERFORMANCE,Update failed continuously please help @115858 #apple #appleindia https://t.co/1GXRcPyYkX @115858 Thank you for your quick reply. Problem solved automatically next day @AppleSupport Sure. Thanks for your quick service,3,CASE_001760,OS_UPDATE_SYSTEM_PERFORMANCE,0.6953,"@AppleSupport hello, I keep getting this message when trying to update my phone, what can I do? https://t.co/c2JFGFLDrM @AppleSupport Will do right now, thank you! @AppleSupport Thank you so much!!",@282787 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT @282787 We have received your DM's. We will be working with you there. @282787 Excellent!  We are glad that you are all set.  Contact us again if you need further assistance.  We are here for you.,CLEARLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_000359,177835,OS_UPDATE_SYSTEM_PERFORMANCE,@AppleSupport both my mom and I were transferred to an Apple care rep from Verizon. After being on hold for ~10 minutes the line went dead. Lazy Apple care reps tonight? @AppleSupport We have a new iPhone 6s that won’t receive calls or texts. Can make and send them just fine but when calling it from any phone says “user busy” @AppleSupport It was a backup from an old device. The 6s has always been in the state of not receiving calls. The old iPhone it is replacing worked. @AppleSupport The SIM card was brand new given to us when we got the device. @AppleSupport It was purchased in store at a Best Buy,1,CASE_006726,GENERAL_DEVICE_INQUIRY,0.696,"My phone is failing to receive incoming calls and to make calls. Someone help. 😭 @AppleSupport @AppleSupport I am using an iPhone 6s, when I try to make a call it immediately hangs up without ringing. @AppleSupport It worked! Thank you so much!","@717334 Happy to help you. What model iPhone are you using? Can you tell us what happens when you go to make a phone call now? @717334 Try to turn Airplane mode on, and then back off. See if you can make calls normally again after this. Our website here has information on using Airplane mode: https://t.co/NhYbxEazNR @717334 We're happy to hear that worked. You know how to reach us if you ever need to again. We're online every day from 5am-8pm PST.",CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_000359,177835,OS_UPDATE_SYSTEM_PERFORMANCE,@AppleSupport both my mom and I were transferred to an Apple care rep from Verizon. After being on hold for ~10 minutes the line went dead. Lazy Apple care reps tonight? @AppleSupport We have a new iPhone 6s that won’t receive calls or texts. Can make and send them just fine but when calling it from any phone says “user busy” @AppleSupport It was a backup from an old device. The 6s has always been in the state of not receiving calls. The old iPhone it is replacing worked. @AppleSupport The SIM card was brand new given to us when we got the device. @AppleSupport It was purchased in store at a Best Buy,2,CASE_003587,CONNECTIVITY_WIFI_BLUETOOTH,0.6778,@AppleSupport £1000 for a phone that I can’t activate; 2 different SIM cards that work in other phones and your support says call carrier? @AppleSupport Still no good...just had it replaced though so all is well. First iPhone X return the store had done 😂,"@479621 Congratulations on your new iPhone and thanks for your patience, check out this for activation issues: https://t.co/ywHIZGN4Ac @479621 We're sorry to hear that the suggestion didn't work, but glad to hear that you got it sorted!",CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_000359,177835,OS_UPDATE_SYSTEM_PERFORMANCE,@AppleSupport both my mom and I were transferred to an Apple care rep from Verizon. After being on hold for ~10 minutes the line went dead. Lazy Apple care reps tonight? @AppleSupport We have a new iPhone 6s that won’t receive calls or texts. Can make and send them just fine but when calling it from any phone says “user busy” @AppleSupport It was a backup from an old device. The 6s has always been in the state of not receiving calls. The old iPhone it is replacing worked. @AppleSupport The SIM card was brand new given to us when we got the device. @AppleSupport It was purchased in store at a Best Buy,3,CASE_002572,CONNECTIVITY_WIFI_BLUETOOTH,0.6776,@AppleSupport I bought an Iphone6s and gifted for my brother in India and after 1 year it stopped supporting local network provider(any SIM) @AppleSupport No Issues ...the malfunctioning phone got replaced with the new one .. I Love apple support :),@371505 We are here to help. DM us the details of your issue and we can take a look at this. https://t.co/GDrqU22YpT @371505 Fantastic! We're glad to hear the issue is resolved. Let us know if you need help in the future.,CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_004772,1850229,BATTERY_CHARGING_POWER,@AppleSupport I've updated and battery drains fast and iPhone 6 slow. Now it is dead and won't charge. Just shows as charging but never does @AppleSupport I've got it working. It turns out I had to hard reset for more than 30 seconds due to software failure. It's started to charge now,1,CASE_001986,BATTERY_CHARGING_POWER,0.78,"@AppleSupport hi, just updated to the latest iOS. besides my 6 being super laggy, can’t seem to charge phone. tried with other chargers too @AppleSupport it’s okay, it somehow started working this morning. Thank you anyways!",@311035 Send us a DM and let us know your country. We'll get started there. https://t.co/GDrqU22YpT @311035 Absolutely. Feel free to reach out to us in the future if you have any questions.,PARTIALLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_004772,1850229,BATTERY_CHARGING_POWER,@AppleSupport I've updated and battery drains fast and iPhone 6 slow. Now it is dead and won't charge. Just shows as charging but never does @AppleSupport I've got it working. It turns out I had to hard reset for more than 30 seconds due to software failure. It's started to charge now,2,CASE_004895,BATTERY_CHARGING_POWER,0.7762,"@AppleSupport Why all of a sudden has my battery started draining so fast? If I use it, even when charging, the battery drops so quickly.1/2 @AppleSupport @AppleSupport I have an iPhone 6s Plus and it worked fine the other day, all of a sudden it just can’t hold any charge at all.","@574651 We’d love to help with your battery life. To start, send us a DM letting us know which software version you’re using. https://t.co/GDrqU22YpT",CLEARLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_004772,1850229,BATTERY_CHARGING_POWER,@AppleSupport I've updated and battery drains fast and iPhone 6 slow. Now it is dead and won't charge. Just shows as charging but never does @AppleSupport I've got it working. It turns out I had to hard reset for more than 30 seconds due to software failure. It's started to charge now,3,CASE_005109,BATTERY_CHARGING_POWER,0.775,iPhone 6 battery now dieing super fast . Why oh why @AppleSupport @AppleSupport thanks just private messaged!,"@554388 Hey, we can take a look into the battery life with you. Please DM us the exact iOS version and we'll take it from there. https://t.co/GDrqU22YpT",PARTIALLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_003136,1354536,APP_STORE_PURCHASES_BILLING,@AppleSupport my billing address somehow defaulted to my shipping address when I placed my order &amp; I can’t change it. Will it get cancelled? @AppleSupport Thanks but online chat  and the  phone number both say they are too busy to take my call/chat. I’ve tried several times.,1,CASE_003173,CONNECTIVITY_WIFI_BLUETOOTH,0.7392,"@AppleSupport 800 number still not taking calls, chat service can’t help. When can I change the shipping address for my iPhone X order? Thx @AppleSupport Thank you. I am required to call 800 MYAPPLE to make the change, but they are not taking calls. DM me to change the address","@438522 We know your time is valuable. Our Apple Online Store team are the ones to assist ordering issues: https://t.co/8yjRd1Xo0i @438522 Send us a DM with the country you're located in, we want to be sure to provide you with the correct contact information. https://t.co/GDrqU2kzhr",CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_003136,1354536,APP_STORE_PURCHASES_BILLING,@AppleSupport my billing address somehow defaulted to my shipping address when I placed my order &amp; I can’t change it. Will it get cancelled? @AppleSupport Thanks but online chat  and the  phone number both say they are too busy to take my call/chat. I’ve tried several times.,2,CASE_003140,GENERAL_DEVICE_INQUIRY,0.608,@AppleSupport - you won’t let me cancel my order online but you’ve turned off your phones?!?! You disconnected 1-800-MY-APPLE??? @AppleSupport Wow. Impressive response. Thanks for such an insight - ESPECIALLY WHEN I STARTED WITH “you won’t let me cancel my order”,@436438 Hi. We're here for you. Have you tried canceling your order here: https://t.co/jr7MZtpSNY,PARTIALLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_003136,1354536,APP_STORE_PURCHASES_BILLING,@AppleSupport my billing address somehow defaulted to my shipping address when I placed my order &amp; I can’t change it. Will it get cancelled? @AppleSupport Thanks but online chat  and the  phone number both say they are too busy to take my call/chat. I’ve tried several times.,3,CASE_005667,APP_STORE_PURCHASES_BILLING,0.5909,@118936 hey guys how do I cancel my @76292 subscription? @AppleSupport @AppleSupport Thanks!,@486293 We're here for you. Check out this article to cancel a subscription: https://t.co/vyd19gEs6v @486293 You're welcome. DM us with any other questions. https://t.co/GDrqU22YpT,CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_003365,1451553,DISPLAY_TOUCH_SCREEN,"@AppleSupport for iOS 11, does the screen brightness constantly change itself on its own? Is there no way to lock it permanently?",1,CASE_001852,DISPLAY_TOUCH_SCREEN,0.7815,@115858 @AppleSupport Why in the new iPhone IOS does screen brightness constantly change?   How do I set it to one level and keep it there? @AppleSupport Thanks!  You should put the auto-brightness option under the Display and Brightness menu as well.  Thank you.,@296838 We can help! Tap Settings &gt; General &gt; Accessibility &gt; Display Accommodations &gt; Auto-Brightness. Turn it off here.,CLEARLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_003365,1451553,DISPLAY_TOUCH_SCREEN,"@AppleSupport for iOS 11, does the screen brightness constantly change itself on its own? Is there no way to lock it permanently?",2,CASE_003222,DISPLAY_TOUCH_SCREEN,0.7739,@AppleSupport how do i make my brightness not automatic on iOS 11?,@444204 Great question! You can adjust that in Settings &gt; General &gt; Accessibility &gt; Display Accommodations. https://t.co/bkqEVCrK2l,PARTIALLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_003365,1451553,DISPLAY_TOUCH_SCREEN,"@AppleSupport for iOS 11, does the screen brightness constantly change itself on its own? Is there no way to lock it permanently?",3,CASE_006349,DISPLAY_TOUCH_SCREEN,0.7578,@AppleSupport My iPhone 7Plus with iOS 11.1.1 keeps adjusting the screen brightness on its own. Very annoying. @AppleSupport Thank you. I turned it off. We’ll see what happens.,"@692099 Great question! We're happy to explain. This is a feature called auto-brightness that adjusts your display brightness using ambient light sensors. You can learn more about the feature here: https://t.co/bkqEVCrK2l

If you have further questions, DM us. https://t.co/GDrqU22YpT @692099 Our pleasure! We're here for you if you have any other questions.",CLEARLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_005794,2286446,APP_STORE_PURCHASES_BILLING,"As much as I love @115858 . I fucking hate #iTunes. It literally ruined my day and almost gave me a heart attack today. @AppleSupport I accidentally restored my new iPhone 8 to a configuration of an old one from 2016 via iTunes. So now I have erased the phone and started from the beginning. How should I proceded next time I connect it with my Mac? Should I choose ""new iPhone"" intead restore, right? @AppleSupport Thank you. :) One last question: how can I get videos I made with my iPhone downloaded in my Mac? I use Photos for the pictures, but I can't access the videos.",1,CASE_006086,HOW_TO_SETTINGS_CONFIGURATION,0.6272,@AppleSupport I accidentally restored a very old back up to my new iPhone how do I get back my current stuff back??,"@672827 Great question!  Follow these steps to restore, and choose the restore date you want to use: https://t.co/OZqPAHfBRU",PARTIALLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_005794,2286446,APP_STORE_PURCHASES_BILLING,"As much as I love @115858 . I fucking hate #iTunes. It literally ruined my day and almost gave me a heart attack today. @AppleSupport I accidentally restored my new iPhone 8 to a configuration of an old one from 2016 via iTunes. So now I have erased the phone and started from the beginning. How should I proceded next time I connect it with my Mac? Should I choose ""new iPhone"" intead restore, right? @AppleSupport Thank you. :) One last question: how can I get videos I made with my iPhone downloaded in my Mac? I use Photos for the pictures, but I can't access the videos.",2,CASE_001588,OS_UPDATE_SYSTEM_PERFORMANCE,0.566,@AppleSupport Could you help me restore my iPhone5 to factory settings please? You've helped me before but I forgot how to. Thanks! @AppleSupport Thank you!,@265088 Sure thing. This article will walk you through how to restore your iPhone to factory settings: https://t.co/swvuDDNFQT,CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_005794,2286446,APP_STORE_PURCHASES_BILLING,"As much as I love @115858 . I fucking hate #iTunes. It literally ruined my day and almost gave me a heart attack today. @AppleSupport I accidentally restored my new iPhone 8 to a configuration of an old one from 2016 via iTunes. So now I have erased the phone and started from the beginning. How should I proceded next time I connect it with my Mac? Should I choose ""new iPhone"" intead restore, right? @AppleSupport Thank you. :) One last question: how can I get videos I made with my iPhone downloaded in my Mac? I use Photos for the pictures, but I can't access the videos.",3,CASE_002117,ACCOUNT_APPLEID_ICLOUD,0.5611,"@115858 is ruining my night. All I'm trying to do is restore my backup to my new phone &amp; it's being a serious pain. WHYRUSOFRUSTRATING. 😤 @AppleSupport I was trying to restore it from my iTunes but every time it says to enter my password to begin it says incorrect &amp; it's not @AppleSupport then I tried doing phone to phone and I can't figure it out 😫 @AppleSupport 😶I have no idea.. and if it were I don’t know what password it would be other than using just my iTunes account password @AppleSupport Thanks for your help, my tired brain finally figured it out and got it restore.",@322319 We're here to help. Let us know if you're restoring your phone from an iTunes or iCloud backup to get started. @322319 Was your iPhone back up in iTunes encrypted and that's the password it was asking for? @322319 Let's use the information in the following article to see if that backup is encrypted: https://t.co/s6tdVStcb2 @322319 We're glad to hear that. You know how to reach us if you ever need anything else. Or send us a DM. https://t.co/GDrqU22YpT,CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_002056,823510,GENERAL_DEVICE_INQUIRY,😕 @AppleSupport this seems less than ideal after updating a mid 2010 MacBook Pro to High Sierra https://t.co/44xz5DZBbp @AppleSupport Just checked again now; and of course it worked. I wonder if it had something to do with Spotlight indexing still running?,1,CASE_001274,GENERAL_DEVICE_INQUIRY,0.6817,"@115858 @AppleSupport new macOS High Sierra, very bad Spotlight search experience and too many bugs.",@247531 We may be able to help. Try rebuilding the Spotlight index. Check out this article: https://t.co/d4WKhnGwPr,PARTIALLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_002056,823510,GENERAL_DEVICE_INQUIRY,😕 @AppleSupport this seems less than ideal after updating a mid 2010 MacBook Pro to High Sierra https://t.co/44xz5DZBbp @AppleSupport Just checked again now; and of course it worked. I wonder if it had something to do with Spotlight indexing still running?,2,CASE_004544,OS_UPDATE_SYSTEM_PERFORMANCE,0.6174,So @AppleSupport  needs to fix that glitch pronto. I️ use I️ a lot and I️ need this corrected. Please and thank you 💁🏻 #appleglitch #l @AppleSupport @530247 That work around only works sometimes.  Not good enough. @530248 @AppleSupport Yeah it worked for a few hours now it’s back to the glitch. This is super annoying. It should have been fixed by now.,"@530247 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 @530247 Alright, we'd like to take a deeper look into this with you. DM us and we'll start there. https://t.co/GDrqU22YpT",CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_002056,823510,GENERAL_DEVICE_INQUIRY,😕 @AppleSupport this seems less than ideal after updating a mid 2010 MacBook Pro to High Sierra https://t.co/44xz5DZBbp @AppleSupport Just checked again now; and of course it worked. I wonder if it had something to do with Spotlight indexing still running?,3,CASE_004420,OS_UPDATE_SYSTEM_PERFORMANCE,0.5848,Is this a bug or whaaa? @AppleSupport https://t.co/k1Fht4KNRZ @523791 @AppleSupport I notice that today too 🤔 @523791 @AppleSupport Omg it’s so annoying @AppleSupport Thank you! That will work for now 😁 @AppleSupport Apple Support issue has not gone away. Advise ASAP. @526154 @AppleSupport Did you update to 11.1.1? It was fixed in that update.,@523791 We can help. Here’s what you can do to work around the issue until it’s fixed in a future software update https://t.co/uQeXsrrlXJ @526154 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 @527713 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_005517,2208754,OS_UPDATE_SYSTEM_PERFORMANCE,"So irritated that the @115858 podcasts app keeps unsubscribing me from everything in iOS 11. Apple, please fix this! @AppleSupport Thanks for following up! I'm on 11.0.3. This has been happening since I updated to iOs 11.",1,CASE_005011,OS_UPDATE_SYSTEM_PERFORMANCE,0.7355,The @115858 iOS 11 podcast app is probably the worst piece of software “upgrade” ever!!! Unusable. @AppleSupport Thanks! Several actually: podcasts keep showing up after listened. Order all podcasts by oldest to newest gone. Multiple crashes. @AppleSupport No longer plays the next podcast after the previous ended. I think these are the main ones. Sync between devices doesn’t work properly too,@593881 Let’s work together on this. Could you let us know what particular features aren’t working in the Podcasts App via a DM? https://t.co/GDrqU22YpT,CLEARLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_005517,2208754,OS_UPDATE_SYSTEM_PERFORMANCE,"So irritated that the @115858 podcasts app keeps unsubscribing me from everything in iOS 11. Apple, please fix this! @AppleSupport Thanks for following up! I'm on 11.0.3. This has been happening since I updated to iOs 11.",2,CASE_000641,GENERAL_DEVICE_INQUIRY,0.7236,@AppleSupport I cannot listen to any podcasts on your now worthless app. I even deleted and re-downloaded a couple and nothing @AppleSupport Thx for response. Will get back to you. Unsubscribed and resub’d to one and that seems to work. The other doesn’t seem to be an Apple issue,@185763 Hey there. What's happening when you try to listen to a podcast? We'd love to help out with this.,PARTIALLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_005517,2208754,OS_UPDATE_SYSTEM_PERFORMANCE,"So irritated that the @115858 podcasts app keeps unsubscribing me from everything in iOS 11. Apple, please fix this! @AppleSupport Thanks for following up! I'm on 11.0.3. This has been happening since I updated to iOs 11.",3,CASE_006510,CONNECTIVITY_WIFI_BLUETOOTH,0.7233,"@AppleSupport updated to iOS 11.1 and now Siri is “having trouble with the connection” and I just got iMessages from an hour ago... 🙄 @AppleSupport Currently on WiFi. I was having problems before when on cellular data, and I updated my carrier settings earlier today as well @AppleSupport When I was on cellular I tried using Twitter and it wouldn’t connect but it worked once I was on WiFi. I didn’t try other apps though @AppleSupport That worked — thanks! ...can you also tell me why I keep getting unsubscribed from one of my podcasts? Just one, not the others @AppleSupport Also, after a day on WiFi today, my phone stopped loading anything on cellular data and restarting it didn’t help. It’s workin again now that I’m on WiFi but it’s getting frustrating @AppleSupport I’m able to re-subscribe but I’ve had to do it three times now. I’d rather it stop unsubscribing me!","@607939 We want you to be able to have a smooth update. Is your device currently on Wi-Fi or cellular data? @607939 Are you able to use Internet in other apps like Safari? @607939 Understood. Power your device off fully, then back on again. Once it's back on, toggle Wi-Fi off and attempt to load a page in Safari. Let us know the results. @607939 We are glad that you are all set.  Are you able to re-subscribe to the podcast?  You can review the steps in this article: https://t.co/gQVExEKnrj @607939 Let's take a bit more of a look. DM us what iOS version you're on. https://t.co/GDrqU2kzhr",CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
