query,actual_intent,predicted_intent,confidence,top_3_intents,top_3_scores,error_category
@AppleSupport Why is the 1st track of this album that I purchased missing? It’s the same on both my Mac and my iPhone. https://t.co/B4koDlvzam @AppleSupport Thanks. I just figured out the issue a bit ago. Sent the explanation in a DM. https://t.co/wDPjgQ5Agp,APP_STORE_PURCHASES_BILLING,GENERAL_DEVICE_INQUIRY,0.4819,"['GENERAL_DEVICE_INQUIRY', 'APP_STORE_PURCHASES_BILLING', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.4819, 0.1452, 0.1018]",SUBTLE_SYMPTOM_DISTINCTION
"How is it possible blue circle stay at zero?! 😳 #Apple #AppleWatch @AppleSupport https://t.co/xUHkg5l0b9 @AppleSupport Yes, everything is ok. It’s friend activity through sharing, not mine. @AppleSupport Thank you but I think it’s bug. With all other sharing friends, any problem. @AppleSupport No, just with one friend… @AppleSupport Ok. No problem. Thank you. @AppleSupport Thank you. Have a nice day",HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,0.4503,"['GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'HOW_TO_SETTINGS_CONFIGURATION']","[0.4503, 0.0998, 0.0891]",SETTINGS_VS_GENERAL_DISAMBIGUATION
Predictive text fail.  No = Slime Man??? Is this April 1st? Help me with this @115858 !! https://t.co/FwfNPhhB9V @AppleSupport Apparently my 17-year old son @8969 was playing a prank on his dear old mom. @applesupport https://t.co/YiNCrVV017,KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,0.5747,"['GENERAL_DEVICE_INQUIRY', 'KEYBOARD_TYPING_AUTOCORRECT', 'APP_STORE_PURCHASES_BILLING']","[0.5747, 0.1646, 0.0413]",SUBTLE_SYMPTOM_DISTINCTION
"@AppleSupport Hey. All of a sudden my playlists wont sync. This is a big problem for me. Please help. https://t.co/i0fW2kbbLN @AppleSupport Thanks, have DM'd",HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,0.622,"['GENERAL_DEVICE_INQUIRY', 'APP_STORE_PURCHASES_BILLING', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.622, 0.0856, 0.0643]",SETTINGS_VS_GENERAL_DISAMBIGUATION
@AppleSupport Hello.  Been having an issue with Apple Pay since July.  Can I please DM you the case number to get this escalated so it can be fixed for once and for all? @AppleSupport @AppleSupport Thank you very much.  I just sent you a DM with the case number.,APP_STORE_PURCHASES_BILLING,GENERAL_DEVICE_INQUIRY,0.3016,"['GENERAL_DEVICE_INQUIRY', 'APP_STORE_PURCHASES_BILLING', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.3016, 0.2553, 0.0791]",MULTI_INTENT_COLLISION
"@AppleSupport Hey guys, I’ve the iPhone 8 and sometimes my background photo flickers and alters it’s size by itself. Is there anything I could do? Thanks heaps! @AppleSupport You’re welcome. Yes, it happens with any. I’ve done a reset to factory settings and re-started the phone without iCloud, and then downloading everything by signing in on iCloud. Same thing :-/ @AppleSupport No, just on the home screen.",DISPLAY_TOUCH_SCREEN,ACCOUNT_APPLEID_ICLOUD,0.5933,"['ACCOUNT_APPLEID_ICLOUD', 'DISPLAY_TOUCH_SCREEN', 'CONNECTIVITY_WIFI_BLUETOOTH']","[0.5933, 0.1616, 0.0688]",SUBTLE_SYMPTOM_DISTINCTION
@AppleSupport added a screenshot of a note as couldnt write it all on here. Id be definitely grateful if i could get a bit of help. Thanks https://t.co/yARyPK0RdU @AppleSupport I’m on 11.0.1 but no wifi to be able to update 😭 &amp; the only thing i can thing of is it went into a cup of water 11mths ago but had no issues @AppleSupport I also just slightly pushed down a lil harder than i normally would on my screen whilst i was holding it &amp; my phone clicked 🤦🏼‍♀️,CONNECTIVITY_WIFI_BLUETOOTH,DISPLAY_TOUCH_SCREEN,0.3327,"['DISPLAY_TOUCH_SCREEN', 'CONNECTIVITY_WIFI_BLUETOOTH', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.3327, 0.2653, 0.0956]",LEXICAL_OVERLAP_AMBIGUITY
Okay listen @115858 y’all need to send another fucking update out &amp; fix this shit! Got us looking like androids when they couldn’t see emojis https://t.co/uNcZrYbzzU @AppleSupport Yeah so I did that &amp; I️t worked for less than a few hours now it’s back 🙄,KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,0.3214,"['GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.3214, 0.2477, 0.1297]",LEXICAL_OVERLAP_AMBIGUITY
"@115858 #Maps #navigation is still not working in the #UAE even on #iOS11. @200998 navigation works on a cheap &amp; old @122609 5 device. 🤔 @AppleSupport Thank you. I have just checked and confirmed; the #Apple #Maps Directions and Turn-by-Turn Navigation are (still) not available in the #UAE. @200996 @AppleSupport Kok bisa jek disana belum ada supportnya @200997 @AppleSupport Exactly. Apple Maps on #CarPlay also doesn’t work in the #UAE. And rather than taking the feedback, the support team give a ‘helpful’ link 😅",OS_UPDATE_SYSTEM_PERFORMANCE,CONNECTIVITY_WIFI_BLUETOOTH,0.2251,"['CONNECTIVITY_WIFI_BLUETOOTH', 'GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.2251, 0.1877, 0.1183]",LEXICAL_OVERLAP_AMBIGUITY
"@AppleSupport why won’t the podcast app automatically play the next episode? #iOS11 encourages me to mess w/ my phone while driving. @AppleSupport Thank you, this is very helpful.  Is there a way to view the queue and make changes? @AppleSupport Ah, okay. This is will take some getting used to, but it’s starting to make sense. Thank you so much for taking the time to help me. 😁",OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.2407,"['GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'APP_STORE_PURCHASES_BILLING']","[0.2407, 0.1735, 0.0911]",LEXICAL_OVERLAP_AMBIGUITY
@AppleSupport How can fix “Payment Delined” issue? I already made a new account but i  think that the old one is still saved somewhere. https://t.co/nuJo1ZS45o,APP_STORE_PURCHASES_BILLING,HOW_TO_SETTINGS_CONFIGURATION,0.2806,"['HOW_TO_SETTINGS_CONFIGURATION', 'GENERAL_DEVICE_INQUIRY', 'APP_STORE_PURCHASES_BILLING']","[0.2806, 0.2094, 0.1796]",MULTI_INTENT_COLLISION
@AppleSupport How do I permanently switch off the ‘Live Photo’ and permanently keep on HDR? They both keep resetting after I have used my camera it’s so frustrating 😡 @AppleSupport Thank you for your help,DISPLAY_TOUCH_SCREEN,HOW_TO_SETTINGS_CONFIGURATION,0.4558,"['HOW_TO_SETTINGS_CONFIGURATION', 'DISPLAY_TOUCH_SCREEN', 'GENERAL_DEVICE_INQUIRY']","[0.4558, 0.1974, 0.1156]",SUBTLE_SYMPTOM_DISTINCTION
"@AppleSupport my songs aren’t downloading, it just keeps spinning https://t.co/rRmt4q48Ud @AppleSupport Fixed, why didn’t I try that lol thank you",APP_CRASH_AND_DOWNLOAD,GENERAL_DEVICE_INQUIRY,0.4243,"['GENERAL_DEVICE_INQUIRY', 'APP_STORE_PURCHASES_BILLING', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.4243, 0.2264, 0.0654]",APP_CRASH_VS_SYSTEM_PERFORMANCE
"Is my #iPhone’s constant &amp; prolonged freezing an attempt to coerce me to buy the new #iPhone8? If so, it’s having a different effect @115858. @324688 @115858 There's something wrong with your phone.  I'm running ios11 on a 6s and it's fine. @324687 @324688 @115858 I’m running a 6, and since the iOS 11 update, its gone from a perfectly usable phone to an unreliable POS. Constant freezing.",APP_CRASH_AND_DOWNLOAD,OS_UPDATE_SYSTEM_PERFORMANCE,0.4315,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'BATTERY_CHARGING_POWER', 'CONNECTIVITY_WIFI_BLUETOOTH']","[0.4315, 0.1399, 0.1361]",LEXICAL_OVERLAP_AMBIGUITY
Hey @AppleSupport how do I permanently turn off that ‘live’ thing on my iphones camera? It keeps turning back on and I hate it.,DISPLAY_TOUCH_SCREEN,HOW_TO_SETTINGS_CONFIGURATION,0.4966,"['HOW_TO_SETTINGS_CONFIGURATION', 'DISPLAY_TOUCH_SCREEN', 'GENERAL_DEVICE_INQUIRY']","[0.4966, 0.2035, 0.0769]",SUBTLE_SYMPTOM_DISTINCTION
@115858 updated to 11.1 on iPhone 7 and now it won’t connect to the App Store. Known issue? @AppleSupport App store now appears to be working,CONNECTIVITY_WIFI_BLUETOOTH,APP_STORE_PURCHASES_BILLING,0.5898,"['APP_STORE_PURCHASES_BILLING', 'CONNECTIVITY_WIFI_BLUETOOTH', 'AUDIO_SOUND_SPEAKER']","[0.5898, 0.1179, 0.072]",LEXICAL_OVERLAP_AMBIGUITY
"@AppleSupport hello everyone , now i am facing the worst experince using iphone 6 after the ios 11 software update , thats really horrible @AppleSupport IOS 11.0.2 , i really can’t find words to describe how upset and angry i feel @AppleSupport I think that is not effective bescause i have the same errors with the iOS 11, 11.0.1 , 11.0.2 then you see that solution in iOS 11.0.3 !!!! @AppleSupport I already backed up my phone before i update to 11.0.2 so this is really not making any difference @AppleSupport @328062 IOS 11 11.0.1 11.0.2 11.0.3 are junk I have a ipad mini 4 basically the same as a 6 and it is horrid now Apple you know the truth why do @AppleSupport Ok and what if the problem is still exist after updating , so what will be your solution for that ???) @AppleSupport Here find some of what i face here , my phone switched off suddenly without any reason , (2) while am using any app and i received a call @AppleSupport The screen freeze on the app while the phone is ringing and when its allow me to answer guess what ? The phone call freeze too and drop off @AppleSupport And when find something else , while am trying to open settings its take looong time to load settings screen , really ???! @AppleSupport @328062 You keep telling people to do methods that won't work? I mean seriously @AppleSupport I really was need your help and you help me with nothing , then thank you so much for that useless and unprofessional support , @AppleSupport @AppleSupport and i will really will spread my horrible experince with you , so thank you again for being do not care about your customers!! @176402 @AppleSupport @328062 Mine works fine @328063 @AppleSupport @328062 I am glad you are not having issues kush but thousands and thousands of people are though.",DISPLAY_TOUCH_SCREEN,OS_UPDATE_SYSTEM_PERFORMANCE,0.4525,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'DISPLAY_TOUCH_SCREEN', 'AUDIO_SOUND_SPEAKER']","[0.4525, 0.2083, 0.0937]",LEXICAL_OVERLAP_AMBIGUITY
@AppleSupport Hello ! I have another problem : I've bought music like 2 or 3 years ago on my iTunes account but I can't find it anymore :( @AppleSupport It works ! Thanks ! @AppleSupport You too :-),ACCOUNT_APPLEID_ICLOUD,APP_STORE_PURCHASES_BILLING,0.7012,"['APP_STORE_PURCHASES_BILLING', 'ACCOUNT_APPLEID_ICLOUD', 'GENERAL_DEVICE_INQUIRY']","[0.7012, 0.1184, 0.0374]",SUBTLE_SYMPTOM_DISTINCTION
"@AppleSupport I asked the watch to start a dance workout. Clicked ‘+’ at the end to start another and it’s saved the dance workout as other https://t.co/rHmGgK9vOO @AppleSupport Can I rename this workout now it has auto saved? @AppleSupport No. First time. I’m running up to date OS on both phone and watch. @AppleSupport Thanks. I know that bit, but because I clicked this (blue arrow) it just saved the workout. Didn’t realise it was “other” until after. https://t.co/lb1Wi3HG3b @AppleSupport It’d be great if next update allows you to rename after saving...",OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.284,"['GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'APP_STORE_PURCHASES_BILLING']","[0.284, 0.201, 0.0931]",LEXICAL_OVERLAP_AMBIGUITY
Since #IOS11 I’m pretty much always charging a device. It’s out of hand. When will we get an update with a fix? @115858 @AppleSupport @AppleSupport iOS 11.1 Not only that but my memory usage is 100% even if There’s no apps running in the background...,BATTERY_CHARGING_POWER,OS_UPDATE_SYSTEM_PERFORMANCE,0.6391,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'BATTERY_CHARGING_POWER', 'CONNECTIVITY_WIFI_BLUETOOTH']","[0.6391, 0.2184, 0.0306]",LEXICAL_OVERLAP_AMBIGUITY
Uh…@AppleSupport …my phone says that my system is up to date with iOS 11.1.2 but apparently there’s an iOS 11.2 out with Apple Pay in messages. I updated this morning. 🤷🏾‍♂️ @AppleSupport Thanks. …but that doesn’t explain why I don’t see the Apple Pay in messages feature. @AppleSupport Thanks.,APP_STORE_PURCHASES_BILLING,OS_UPDATE_SYSTEM_PERFORMANCE,0.39,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'APP_STORE_PURCHASES_BILLING', 'DISPLAY_TOUCH_SCREEN']","[0.39, 0.2873, 0.0473]",LEXICAL_OVERLAP_AMBIGUITY
"@115858 fix or replace you damned Apple TV remote. This thing has to be the WORST remote control I’ve ever used. @AppleSupport There’s nothing to be done. It’s just a TERRIBLE design. Easy to lose. Difficult to orient. Not enough buttons for the task at hand. Too small. No charge indicator. Dodgy touch interface that my cat triggers all the time. Just the absolutely WORST remote ever designed. @AppleSupport Thanks. Although since Jonny Ive didn’t come up with my ideas, I’m sure this is just a placebo.",APP_STORE_PURCHASES_BILLING,GENERAL_DEVICE_INQUIRY,0.2417,"['GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'BATTERY_CHARGING_POWER']","[0.2417, 0.1648, 0.1571]",MULTI_INTENT_COLLISION
Trying to add an email account andddd I️ cannot find the option in my settings anymore @AppleSupport wasssupp?,HOW_TO_SETTINGS_CONFIGURATION,ACCOUNT_APPLEID_ICLOUD,0.2672,"['ACCOUNT_APPLEID_ICLOUD', 'GENERAL_DEVICE_INQUIRY', 'APP_STORE_PURCHASES_BILLING']","[0.2672, 0.2393, 0.101]",MULTI_INTENT_COLLISION
"@115858 Here's a thought: new phone numbers in iOS default to ""home fax."" Maybe that's something you could fix please, or is an inside joke? @AppleSupport iPhone SE version 10.3.1. As far as I know this is something that happens with my friends' iPhones as well, so haven't tried anything... @AppleSupport Everyone I ask sees the same thing, seems to be a default setting on the OS. I'm not interested in troubleshooting my specific phone thanks!",GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,0.2199,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'GENERAL_DEVICE_INQUIRY', 'DISPLAY_TOUCH_SCREEN']","[0.2199, 0.2041, 0.0934]",LEXICAL_OVERLAP_AMBIGUITY
First time i hot frustrated with new #macOSHighSierra its so annoying everything got stop working it make so difficult to use 😒😒@115858 @AppleSupport I cant use my ntfs hard drive and third party software are also not working i already downgrading it to #macoshighsierrainstall @AppleSupport Yeah @AppleSupport Because macos high seirra is nit stable yet there are several problems in it so i planned to downgrade it @AppleSupport Thanks for the help from my side i already did the downgrade part and i know how to handle it 😊,BATTERY_CHARGING_POWER,OS_UPDATE_SYSTEM_PERFORMANCE,0.1703,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'HOW_TO_SETTINGS_CONFIGURATION', 'GENERAL_DEVICE_INQUIRY']","[0.1703, 0.1404, 0.1313]",MULTI_INTENT_COLLISION
Hey @AppleSupport @115858  since the last update every time I️ type the letter “I️” I️ get this *please see pic* https://t.co/k5SbJKOzsk,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.3777,"['GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.3777, 0.2129, 0.1942]",LEXICAL_OVERLAP_AMBIGUITY
@applesupport @115858 iPhone 6s becomes unresponsive when I try to enter an address in location on a calendar event https://t.co/BxyGScu6xU @AppleSupport version 11.1.1  restarting now.,DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,0.2964,"['GENERAL_DEVICE_INQUIRY', 'DISPLAY_TOUCH_SCREEN', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.2964, 0.2009, 0.1222]",MULTI_INTENT_COLLISION
"Hey @115858— this new update just auto correct capitalizes random words. Like Tour. Ugh. Can you please get the whole of your capitalization issues resolved please? @AppleSupport Thanks! Yes, I’m currently on iOS 11.1.1.",KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,0.5464,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'KEYBOARD_TYPING_AUTOCORRECT', 'DISPLAY_TOUCH_SCREEN']","[0.5464, 0.1931, 0.0669]",LEXICAL_OVERLAP_AMBIGUITY
"My Apple Watch tripping. How’d i do an intense 60 min spin class and it says I burned 27 calories and worked out for 3 min?!?! I need answers @115858 @AppleSupport @AppleSupport First time this has happened. I reset it yesterday bc it wouldn’t pair with my new iPhone. It says version 4.1 @AppleSupport I already set it up. When I worked out for an hour today, the calories didn’t track nor did the time. Even though I kept checking it",OS_UPDATE_SYSTEM_PERFORMANCE,HOW_TO_SETTINGS_CONFIGURATION,0.1833,"['HOW_TO_SETTINGS_CONFIGURATION', 'GENERAL_DEVICE_INQUIRY', 'ACCOUNT_APPLEID_ICLOUD']","[0.1833, 0.1486, 0.1022]",MULTI_INTENT_COLLISION
"Hi @AppleSupport why does my Bluetooth keep turning itself on in iOS11.1.1, and how can I stop it? @731425 @AppleSupport Actually, my Bluetooth and WiFi turning themselves on draining my battery... how can I downgrade to iOS 10.3? @AppleSupport Thanks!",BATTERY_CHARGING_POWER,CONNECTIVITY_WIFI_BLUETOOTH,0.6028,"['CONNECTIVITY_WIFI_BLUETOOTH', 'BATTERY_CHARGING_POWER', 'HOW_TO_SETTINGS_CONFIGURATION']","[0.6028, 0.3427, 0.0145]",LEXICAL_OVERLAP_AMBIGUITY
"@AppleSupport Hi, i got an iphone 6, it worked perfectly for 3 years, but since the new IOS 11 i have so many bugs, my phone don't charge correctly, it's very slow, and writting is the worst, letter appear 3 secs after i type... plz help me :(",BATTERY_CHARGING_POWER,OS_UPDATE_SYSTEM_PERFORMANCE,0.4649,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'BATTERY_CHARGING_POWER', 'GENERAL_DEVICE_INQUIRY']","[0.4649, 0.2058, 0.0643]",LEXICAL_OVERLAP_AMBIGUITY
@115858 @AppleSupport I downloaded 11.0.3 and ever since then my camera defaults to Live Photo’s now and I hate it! Please correct it! @AppleSupport This is what I see https://t.co/NZmrROcwpZ @AppleSupport Will do! I appreciate the help,DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,0.3233,"['GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'DISPLAY_TOUCH_SCREEN']","[0.3233, 0.1944, 0.1058]",MULTI_INTENT_COLLISION
"@156470 I recently got an iphone 8+ and touch id doesn’t work. Are you having this problem? @115858 FIX THIS! @AppleSupport When I am charging the device and I put my finger on the home button it tells me to try again, but when I’m not charging my 8+ the fingerprint scanner works perfectly. I’ve tried restarting the device in addition to-adding new fingerprints.",BATTERY_CHARGING_POWER,DISPLAY_TOUCH_SCREEN,0.3062,"['DISPLAY_TOUCH_SCREEN', 'BATTERY_CHARGING_POWER', 'GENERAL_DEVICE_INQUIRY']","[0.3062, 0.2035, 0.0911]",MULTI_INTENT_COLLISION
"I need to reconsider who I️ follow on here. My timeline was full of assholes and pussy. @671055 I️ blame this on you. @671055 Fucking @115858 with the I glitch @AppleSupport I fixed it by buying a new phone. Thank you though. Never thought apple would reply hahaha. Hey could you put our podcast in the new and noteworthy? Thanks in advance lol @671055 @353620 @AppleSupport  https://t.co/fEjAl7ByZ4 @671055 @353620 @AppleSupport Putin is such a confusing cat. I want to like the guy, even though he is a Bond villain. I still want his autograph",OS_UPDATE_SYSTEM_PERFORMANCE,KEYBOARD_TYPING_AUTOCORRECT,0.846,"['KEYBOARD_TYPING_AUTOCORRECT', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'GENERAL_DEVICE_INQUIRY']","[0.846, 0.0535, 0.0346]",SUBTLE_SYMPTOM_DISTINCTION
@AppleSupport run this up to your developers on the iPhone X if the phone freezes after but dialing someone at 1AM just eject the SIM car. Cuz holding the damn power button doesn’t do it. The power button can’t do its job now? No it’s a puzzle to try and shut the phone off. @AppleSupport Like I said a puzzle kinda missing the point there!,GENERAL_DEVICE_INQUIRY,AUDIO_SOUND_SPEAKER,0.2267,"['AUDIO_SOUND_SPEAKER', 'GENERAL_DEVICE_INQUIRY', 'BATTERY_CHARGING_POWER']","[0.2267, 0.1223, 0.1182]",MULTI_INTENT_COLLISION
"@AppleSupport just entered in a calendar date but by doing so it has deleted my whole years calendars dates, how can I retrieve these? @AppleSupport Great, thank you. I have DM'd you . Look forward to hearing from you",HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,0.3486,"['GENERAL_DEVICE_INQUIRY', 'HOW_TO_SETTINGS_CONFIGURATION', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.3486, 0.1624, 0.1393]",SETTINGS_VS_GENERAL_DISAMBIGUATION
@AppleSupport I have a spinning wheel running nonstop since upgrading to ios11. Apps are closed and I shut off all background app refresh?! @AppleSupport I executed a “hard reset” and that seems to have fixed the issue. Not sure if that is common knowledge. @AppleSupport A simple restart did not fix it.,APP_CRASH_AND_DOWNLOAD,OS_UPDATE_SYSTEM_PERFORMANCE,0.2507,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'APP_CRASH_AND_DOWNLOAD', 'GENERAL_DEVICE_INQUIRY']","[0.2507, 0.1536, 0.0956]",LEXICAL_OVERLAP_AMBIGUITY
@AppleSupport please bring support for #Gmail aliases to the #iOS #Mail app! Exists in #MacOS already... @AppleSupport Thanks guys! 👍😊,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,0.294,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'GENERAL_DEVICE_INQUIRY', 'APP_STORE_PURCHASES_BILLING']","[0.294, 0.2916, 0.0739]",LEXICAL_OVERLAP_AMBIGUITY
@AppleSupport  Watch on os4 does not change time to reflect local time zone after coming off airplane mode. Phone adjusts. They do connect. @AppleSupport No. Right now watch show east coast time but phone shows central time @AppleSupport It has worked regularly in the past. First trip since update to os4 @AppleSupport 4.0 (15R372) @AppleSupport Phone loaded 11.0.3 update after I got home. Watch went to correct local time without restarting watch @AppleSupport Given how seamlessly this worked before I’m not sure restarting devices every time I cross time zones is a long-term answer,CONNECTIVITY_WIFI_BLUETOOTH,OS_UPDATE_SYSTEM_PERFORMANCE,0.2241,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'CONNECTIVITY_WIFI_BLUETOOTH', 'DISPLAY_TOUCH_SCREEN']","[0.2241, 0.2023, 0.0995]",LEXICAL_OVERLAP_AMBIGUITY
"@116333  system say my membership already expired , but I am sure my membership is still alive , I can’t listen to any music right now😭 https://t.co/LCrbfV6clz @AppleSupport iphone6s+ and iphone 7, yesterday AM still working fine !
Today all my music is dead !
This is a disaster!😭
Tried login and out and restart",ACCOUNT_APPLEID_ICLOUD,APP_STORE_PURCHASES_BILLING,0.7153,"['APP_STORE_PURCHASES_BILLING', 'GENERAL_DEVICE_INQUIRY', 'AUDIO_SOUND_SPEAKER']","[0.7153, 0.0517, 0.051]",SUBTLE_SYMPTOM_DISTINCTION
"@AppleSupport are there reported issues with iPhone X and Bluetooth ? iOS 11.1.2 (15B202) keeps dropping BT connection to Parrot 3200 car kit, Bose OE soundlink headphones, Bose soundlink mini etc ? @AppleSupport Dm sent including details, getting late here now so will pickup any replies in the morning, thanks.",AUDIO_SOUND_SPEAKER,CONNECTIVITY_WIFI_BLUETOOTH,0.4548,"['CONNECTIVITY_WIFI_BLUETOOTH', 'AUDIO_SOUND_SPEAKER', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.4548, 0.2426, 0.0887]",LEXICAL_OVERLAP_AMBIGUITY
"@AppleSupport the iOS stock app has been glitching for months now, When turned to landscape it.",GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,0.2566,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'GENERAL_DEVICE_INQUIRY', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.2566, 0.2121, 0.0807]",LEXICAL_OVERLAP_AMBIGUITY
help @AppleSupport https://t.co/hN5Pfvb4bl @AppleSupport i soft reset my phone and it is working now,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.4095,"['GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'ACCOUNT_APPLEID_ICLOUD']","[0.4095, 0.1166, 0.0677]",SUBTLE_SYMPTOM_DISTINCTION
@1313 hello do you support any more @115858 watch? Because crashing all time and is slow!! @579587 @1313 @115858 I’ve been asking the same question over and over again..no response yet..really frustrating we're not receiving support on this platform @AppleSupport The problem is not with your product...it's with a third party app that runs slow and buggy on the Apple Watch...thanks for your response!,APP_CRASH_AND_DOWNLOAD,GENERAL_DEVICE_INQUIRY,0.2703,"['GENERAL_DEVICE_INQUIRY', 'APP_CRASH_AND_DOWNLOAD', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.2703, 0.1767, 0.135]",APP_CRASH_VS_SYSTEM_PERFORMANCE
"Why when i type i it changes to I️ please help @115858 @AppleSupport How is that going to help though? @AppleSupport Oh
Thanks then",GENERAL_DEVICE_INQUIRY,KEYBOARD_TYPING_AUTOCORRECT,0.9619,"['KEYBOARD_TYPING_AUTOCORRECT', 'GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.9619, 0.0126, 0.0086]",SUBTLE_SYMPTOM_DISTINCTION
Why is it so hard to watch movies that I download from the Apple store? I’ve paid for it and yet phone can never seem to download it. Now it’s ‘does not support format’...... @AppleSupport @AppleSupport I don’t know. I rented it on my iPhone this morning and now when I try and watch it just shows this screen https://t.co/vA081OmWSK,DISPLAY_TOUCH_SCREEN,APP_STORE_PURCHASES_BILLING,0.3158,"['APP_STORE_PURCHASES_BILLING', 'DISPLAY_TOUCH_SCREEN', 'GENERAL_DEVICE_INQUIRY']","[0.3158, 0.2854, 0.1518]",MULTI_INTENT_COLLISION
@AppleSupport How do I update my shipping address for my iPhone X order? @AppleSupport Gee thanks. I was already on the phone with them for an hour. Then disconnected! Not happy!!! @AppleSupport Now I’m being told “Due to high volume...” and hung up on. Not good @115858!!,AUDIO_SOUND_SPEAKER,HOW_TO_SETTINGS_CONFIGURATION,0.1978,"['HOW_TO_SETTINGS_CONFIGURATION', 'AUDIO_SOUND_SPEAKER', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.1978, 0.168, 0.156]",LEXICAL_OVERLAP_AMBIGUITY
@115858 @AppleSupport Why is it taking 6 months for you to unlock an iPhone 7 that I have PROVEN to you that I own? @AppleSupport Really? Cause every time I try to get the problem resolved I’m told I’ll have to wait “a week or two” and here we are six months later @AppleSupport SO IM KINDA FUCKING PISSED AT THIS POINT @AppleSupport I’m guessing you’ll take the info and once again sweep it under the rug I NEED IT FIXED NOW,ACCOUNT_APPLEID_ICLOUD,GENERAL_DEVICE_INQUIRY,0.2291,"['GENERAL_DEVICE_INQUIRY', 'KEYBOARD_TYPING_AUTOCORRECT', 'DISPLAY_TOUCH_SCREEN']","[0.2291, 0.1627, 0.1033]",MULTI_INTENT_COLLISION
".@AppleSupport I️ made a joke tweet about this annoying “I️” glitch like a week ago, but now I’m f’real. When are you fixing it? @AppleSupport Thank you! 🙏🏽",OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.3907,"['GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.3907, 0.3061, 0.1342]",MULTI_INTENT_COLLISION
